Words,Labels
"['Archakam', 'Teaser', 'Darling', 'Fans', 'No', 'rate', 'dah', 'song', 'total', 'fuckry', 'ishawna', 'tink', 'a', 'hip', 'hop', 'dis', 'song', 'nah', 'go', 'mek', 'u', 'get', 'no', 'popularity', 'in', 'dancehall', 'head', 'sick', 'bout', 'man', 'fe', 'nyam', 'lame', 'any', 'party', 'me', 'dah', 'n', 'dis', 'play', 'a', 'instant', 'exit', 'My', 'name', 'is', 'Nathan', 'T', '.']","['B-person', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O']"
"['I', '.']","['O', 'O']"
"['Quit', 'inciting', 'violence', 'you', 'ai', 'n', ""'"", 't', 'helping', 'the', 'situation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['or', 'are', 'you', 'using', 'these', 'shootings', 'for', 'something', 'to', 'rap', 'about', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['that', ""'"", 's', 'janky', 'Bro', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['SmH', 'If', 'my', 'lip', 'reading', 'is', 'as', 'accurate', 'as', 'I', 'think', 'it', 'is', ',', 'I', 'believe', 'the', 'old', 'man', 'whispered', 'BS', 'at', 'the', '3', ':', '10', 'mark', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Why', 'd', '.']","['O', 'O', 'O']"
"['v', '.']","['O', 'O']"
"['a', '-', '.']","['O', 'O', 'O']"
"['-', 'How', 'come', 'Natalia', ""'"", 's', 'sister', 'is', 'never', 'in', 'the', 'vlog', '?']","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['?'],['O']
['?'],['O']
"['4', 'year', 'old', 'video', 'trending', '?']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Shut', 'up', 'people', ',', 'the', 'trending', 'system', 'is', 'not', 'broken', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', ""'"", 'm', 'looking', 'at', 'my', 'Casio', 'and', 'sighing', 'disappointedly', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O']"
"['What', 'I', 'never', 'understood', 'about', 'the', ""'"", 'depopulation', 'secret', 'agenda', ""'"", 'is', 'if', 'that', 'is', 'the', 'goal', 'why', 'not', 'just', 'make', 'contraception', 'free', 'and', 'fast', 'track', 'RISUG', 'and', 'then', 'do', 'a', 'massive', 'family', 'planning', '/', 'sex', 'education', 'media', 'blitz', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Leeds', 'fan', 'I', 'I', 'come', 'here', 'for', 'the', 'Laughs', 'obama', 'is', 'so', 'cool', 'Thank', 'you', 'Joan', '&', 'K', 'Choi', 'for', 'these', 'awesome', 'helpful', 'video', '!']","['B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
"['☺', '️', '🙆', 'does', 'NOT', 'work', 'on', 'update', 'I', 'Cant', 'Believe', 'This', 'Is', 'On', 'The', 'Trending', 'Tab', 'WHen', 'Its', 'From', '2013', 'your', 'eyeliner', 'looks', 'good', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
"['i', 'cant', 'ever', 'get', 'a', 'cateye', 'look', 'aceptable', 'and', 'you', 'did', 'a', 'better', 'job', 'han', 'myself', 'JFT', '96', 'NEVER', 'buy', 'the', 'scum', 'I', 'swear', 'this', 'is', 'the', 'best', 'Wendy', 'show', 'I', ""'"", 've', 'watched', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['funny', 'and', 'want', 'more', '.']","['O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['getting', 'nicky', '""', 'Wooow', '.']","['O', 'O', 'O', 'O', 'O']"
['.'],['O']
"['what', 'part', 'of', 'Jamaica', 'is', 'he', 'from', '?']","['O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O']"
"['""', '😂', '😂', '😂', '😂', 'OMG', 'YASSSSSSSSSSSSS', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
"['1', 'Nothing', 'But', 'Crap', 'news', 'strikes', 'again', 'SKIPPPPPPPPPPPPPPPPPPPPPPPPPP', 'Please', 'give', 'me', '1', 'phone', '""', 'Nice', 'beaver', '!']","['O', 'B-corporation', 'I-corporation', 'I-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'FOR', 'THAT', 'REMY', 'EFFECT-', '1', ':', '40', ',', 'Remy', 'hair', ',', 'shoe', 'n', 'clothes', 'game', 'been', 'a', 'trademark', 'I', 'was', 'knew', 'TI', 'is', 'better', 'thsn', 'a', 'lotta', 'em', 'fake', 'ass', 'poluticians', '.']","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Macy', 'was', 'so', 'mean', 'to', 'Emily', 'I', 'ca', 'n', ""'"", 't', 'believe', 'she', 'did', 'that', 'Hi', 'guys', ',', 'I', 'have', 'a', 'joke', ':', 'Why', 'are', 'there', 'Peanuts', 'at', 'a', 'Berry', 'Farm', '.']","['B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['😂', 'Great', 'show', ';', 'great', ',', 'great', 'acting', 'and', 'scenery', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['One', 'of', 'Jim', 'Carrey', ""'"", 's', 'greatest', 'classics', 'right', 'here', '.']","['O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'love', 'April', 'I', 'have', 'said', '""', 'Is', 'there', 'any', 'food', 'left', 'from', 'that', 'board', 'meeting', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'about', '100', 'times', '.']","['O', 'O', 'O', 'O', 'O']"
"['Fave', '.']","['O', 'O']"
"['Still', 'my', 'favorite', 'meta', 'af', 'hero', ':', 'D', 'My', 'uncle', ""'"", 's', 'Galaxy', 'Note', '7', 'blew', 'up', 'much', 'harder', 'Guys', ',', 'who', ""'"", 's', 'the', 'guy', 'on', 'the', 'bench', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['?'],['O']
"['hey', 'gweh', 'u', 'suck', 'pussy', 'like', 'dog', 'STFU', 'Silver', 'Falls', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'is', 'why', 'Fallon', 'is', 'better', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Not', 'just', 'shitty', 'Trump', 'jokes', '.']","['O', 'O', 'O', 'B-person', 'O', 'O']"
"['Actual', 'content', '.']","['O', 'O', 'O']"
"['This', 'may', 'be', 'Oliver', ""'"", 's', 'best', 'piece', 'yet', '.']","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Save', 'our', 'country', '.']","['O', 'O', 'O', 'O']"
"['wow', 'amazing', 'trailer', ':', 'D', 'i', ""'"", 've', 'never', 'been', 'so', 'glad', 'i', 'live', 'in', 'canada', 'your', 'a', 'lot', 'braver', 'man', 'than', 'I', 'am', 'lol', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'drive', 'a', 'truck', 'to', 'Los', 'Angeles', 'every', 'week', ',', 'and', 'I', 'wo', 'n', ""'"", 't', 'stay', 'in', 'Compton', '.']","['O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']"
"['Just', 'sayin', 'When', 'white', 'people', 'do', 'it', 'it', ""'"", 's', 'cultural', 'appropriation', 'but', 'when', 'black', 'people', 'do', 'it', 'it', ""'"", 's', 'trend', 'setters', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['?'],['O']
['?'],['O']
['?'],['O']
"['Aight', 'Ahh', 'that', ""'"", 's', 'cute', 'ITS', 'OVER', '9000', 'I', 'love', 'this', 'song', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Now', 'if', 'only', 'Del', 'will', 'make', 'a', 'return', 'If', 'you', 'book', 'and', 'fly', 'with', 'United', 'after', 'seeing', 'the', 'doctor', 'get', 'abused', 'by', 'this', 'company', '.']","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['you', 'get', 'what', 'you', 'deserve', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['what', 'happened', 'to', 'shima', 'is', 'shi', 'OK', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Every', 'Sci-', 'Fi', 'Ever', '!']","['O', 'O', 'O', 'O', 'O']"
['?'],['O']
['?'],['O']
"['https', ':', '/', '/', 'wn', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['nr', '/', 'hSrCCL', '<', '<', '<', 'MASSIVE', 'GIVEAWAY', 'The', 'mini', 'dance', 'session', 'tho', '😂', '😂', '😂', 'happy', 'asf', 'to', 'prank', 'Crissy', 'lol', 'love', 'y', ""'"", 'all', '💙', 'Hey', 'tanner', 'is', 'your', 'last', 'name', 'actually', 'fox', 'Lil', 'Yachty', 'sounds', 'like', 'he', 'is', 'halfway', 'remedial', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'new', 'generation', 'of', 'rap', 'is', 'garbage', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Oh', '.']","['O', 'O']"
['.'],['O']
['.'],['O']
"['Koops', '.']","['B-creative-work', 'O']"
['.'],['O']
['.'],['O']
"['Ronaldo', 'FIFA', '18', 'card', 'shooting', 'stats', ':', 'Shot', 'power', ':', '96', 'Long', 'shots', ':', '92', 'Volleys', ':', '89', 'Jumping', ':', '95', 'Heading', 'Acc', '.']","['B-product', 'I-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[':', '91', 'And', 'Do', 'draw', 'your', 'comments', 'Where', ""'"", 's', 'Kishan', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']"
"['IF', 'You', 'want', 'anigga', 'u', 'go', 'have', 'to', 'send', 'a', 'SWAT', 'team', 'So', 'much', 'references', 'in', 'the', 'video', 'shoot', ':', 'DMX', ',', 'Busta', 'and', 'I', 'probably', 'miss', 'some', 'other', 'Why', 'mini-', 'DP', 'instead', 'of', 'Thunderbolt', '3', '-', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'B-product', 'I-product', 'O', 'O']"
"['-', 'i', 'bet', 'this', 'was', 'the', 'most', 'fun', 'Don', 'Cheadle', 'had', 'in', 'a', 'long', 'time', 'Well', 'since', 'it', 'has', 'Scumlims', 'in', 'this', 'move', 'I', 'will', 'never', 'watch', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Probably', 'a', 'part', 'of', 'the', 'Scumlim', 'brotherhood', 'Cool', 'video', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['You', 'made', 'it', 'interesting', 'and', 'fun', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'liked', 'how', 'you', 'included', 'your', 'wife', '/', 'girlfriend', 'in', 'the', 'video', 'too', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[':', ')', 'If', 'you', 'miss', 'speaking', 'French', 'you', 'guys', 'could', 'practice', 'with', 'me', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['You', 'better', 'drop', 'tonight', 'Ryan', ',', 'last', 'Cancoon', 'VLOG', 'I', 'watched\u200bwas', 'NoBiggieTV', ""'"", 's', 'and', 'I', 'like', 'watching', 'your', 'videos', 'more', ',', 'soo', 'upload', 'This', 'looks', 'as', 'entertaining', 'as', 'IASM', '.']","['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Oh', 'well', '.']","['O', 'O', 'O']"
"['At', 'least', ""'"", 'll', 'eat', 'some', 'of', 'the', 'crowd', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Flight', 'of', 'Passage', 'should', 'be', 'good', 'though', '.']","['B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O']"
"['Interesting', 'how', 'Ray', 'was', 'n', ""'"", 't', 'there', '.']","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['But', 'that', ""'"", 's', 'none', 'of', 'my', 'business', 'Wait', ',', 'do', 'you', 'delete', 'criticism', ',', 'cuz', 'I', 'saw', 'some', 'comments', 'about', 'how', 'bad', 'your', 'videos', 'are', 'with', 'a', 'lot', 'of', 'likes', 'and', 'now', 'they', ""'"", 're', 'gone', 'i', 'does', 'cant', 'get', 'enough', 'of', 'his', 'videos', 'it', 'shiub', 'be', '30', 'minutes', 'long', 'love', 'when', 'he', 'talks', 'bout', 'trump', 'ah', 'weak', 'Does', 'anyone', 'know', 'where', 'Casey', ""'"", 's', 't-shirt', 'at', '3', ':', '03', 'is', 'from', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Thank', 'you', ':', ')', ':', ')', 'This', 'is', 'going', 'to', 'be', 'awesome', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ca', 'n', ""'"", 't', 'wait', 'for', 'the', 'next', 'episode', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Great', 'work', 'Olan', '!']","['O', 'O', 'B-person', 'O']"
"['I', 'read', 'the', 'title', 'as', '""', 'Top', '10', 'Apple', 'products', 'that', 'are', 'designed', 'to', 'fail', '""', '😳', 'Where', 'did', 'you', 'get', 'the', 'food', 'from', 'and', 'where', 'did', 'you', 'get', 'the', 'barbie', 'dolls', 'from', 'OMG', 'THAT', 'DAB', 'NOOOOOOO', '2', ':', '20', 'Is', 'it', 'just', 'me', 'or', 'does', 'Wildcat', 'look', 'like', 'Scarce', 'The', 'lack', 'of', 'Gwil', 'during', 'Taro', 'made', 'me', 'really', 'sad', 'THE', 'KINGS', 'ARE', 'BACK', 'When', 'can', 'we', 'start', 'spreading', 'the', 'Zeitgeist', 'message', 'to', 'Muslim', 'countries', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-person', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O']"
"['WHERE', 'THE', 'HELL', 'IS', 'HE', '?']","['O', 'O', 'O', 'O', 'O', 'O']"
['?'],['O']
['?'],['O']
"['Hide', 'and', 'seek', 'this', 'trailer', 'was', '100', 'time', 'better', 'then', 'half', 'girlfriend', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O']"
['.'],['O']
['!'],['O']
"['Dhoni', 'Vs', 'Nehra', 'definitely', 'it', ""'"", 's', 'a', 'awesome', 'movie', '.']","['B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
"['Incredible', 'film', '!']","['O', 'O', 'O']"
"['Bravo', '!']","['O', 'O']"
"['Hasan', 'is', 'a', 'fucking', 'goat', 'lol', 'Dude', 'I', 'love', 'your', 'chanle', 'so', 'much', 'But', 'the', 'next', 'video', 'Nice', 'vid', 'Mabey', 'you', 'can', 'do', 'a', 'give', 'away', 'Jon', 'is', 'hilarious', 'and', 'you', 'and', 'Des', 'looked', 'beautiful', '!']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O']"
"['Superman', 'Kill', 'his', 'self', 'sounds', 'like', 'united', 'has', 'put', 'themselves', 'in', 'a', 'very', 'bad', 'situation', 'here', 'lately', '.']","['B-person', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['CEO', 'might', 'want', 'to', 'start', 'looking', 'for', 'a', 'job', 'at', 'McDonald', ""'"", 's', ',', 'as', 'a', 'server', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Remember', 'that', 'in', 'this', 'world', 'any', 'inanimate', 'object', 'could', 'be', 'alive', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Am', 'Jake', 'you', 'never', 'said', 'goodbye', 'on', 'the', 'ougie', 'bord', 'This', 'music', 'grasp', 'my', 'heart', 'so', 'strongly', '.']","['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Are', 'they', 'listening', 'their', 'own', 'recording', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ending', 'made', 'me', 'big', 'smile', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Thank', 'you', '!']","['O', 'O', 'O']"
['!'],['O']
"['Nurture', 'his', 'interest', 'on', 'firetrucks', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Cutie', 'little', 'one', '.']","['O', 'O', 'O', 'O']"
"['Hands', 'down', 'favourite', 'person', 'to', 'watch', 'on', 'Youtube', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O']"
"['I', 'wish', 'your', 'videos', 'were', 'longer', 'though', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[':', ')', '2', ':', '59', 'Spammin', ""'"", 'out', 'balls', 'I', 'actually', 'respect', 'the', 'ladies', 'at', 'The', 'View', 'for', 'having', 'Coulter', 'on', '&', 'standing', 'up', 'for', 'free', 'speech', 'despite', 'their', 'own', 'political', 'views', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'LOVE', 'ITTTTTTT', 'tanner', 'why', 'do', 'you', 'call', 'Taylor', 'tanner', 'some', 'time', 'or', 'is', 'that', 'just', 'me', 'Lol', 'the', 'questions', 'were', 'planned', '.']","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['I', ""'"", 'm', 'gonna', 'go', 'out', 'on', 'a', 'limb', 'here', 'and', 'guess', 'RED', 'IS', 'NOT', 'sponsoring', 'this', 'video', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['Harry', 'got', 'shot', 'in', 'the', 'head', 'in', 'the', 'last', 'movie', ',', 'now', 'he', 'comes', 'back', 'with', 'an', 'eye', 'patch', '.']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['*', 'ok', '*', '*', 'then', '*', 'YOOOOOOOOOOO', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Are', 'you', 'playing', 'league', '?']","['O', 'O', 'O', 'B-product', 'O']"
"['*', 'do', '*', '*', 'you', '*', '*', 'you', '*', '*', 'know', '*', '*', 'how', '*', '*', 'to', '*', '*', 'do', '*', '*', 'this', '*', 'Finally', 'you', ""'"", 've', 'covered', 'this', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Does', 'this', 'mean', 'your', 'Titan', 'AE', 'review', 'is', 'just', 'around', 'the', 'corner', 'too', '?']","['O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['04', ':', '26', '""', 'I', 'have', 'a', 'theory', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
['.'],['O']
['.'],['O']
['.'],['O']
['.'],['O']
['.'],['O']
"['""', 'Does', 'she', 'really', 'believe', 'that', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['My', 'Gawd', ',', 'they', ""'"", 've', 'all', 'gone', 'stark', 'raving', ',', 'full-on', 'loony', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'am', 'proud', 'of', 'Bill', '.']","['O', 'O', 'O', 'O', 'B-person', 'O']"
"['He', 'went', 'from', 'making', 'soft', 'core', 'porn', 'movies', 'in', 'the', '80', ""'"", 's', 'to', 'having', 'his', 'own', 'show', 'and', 'being', 'a', 'dick', 'liberal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Otaku', 'here', 'and', 'I', 'heard', 'Spice', 'from', 'shokugeki', 'no', 'Souma', '!']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O']"
['!'],['O']
['!'],['O']
['!'],['O']
"['0', ':', '17', 'what', ""'"", 's', 'lena', 'paul', 'doing', 'there', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O']"
